@relation hs2012

@attribute Latitude numeric
@attribute Longitude numeric
@attribute Value numeric

@data
37.779781,-122.439062,585000
37.770968,-122.440732,985000
37.789945,-122.412727,520000
37.780053,-122.423453,649900
37.717655,-122.456332,315000
37.781734,-122.4322,585000
37.768294,-122.421876,775000
37.76201,-122.446214,820637
37.774718,-122.426699,1250000
37.790506,-122.396252,1683889.166667
37.790506,-122.396252,1683889.166667
37.725277,-122.395194,224727
37.71036,-122.468561,270000
37.790506,-122.396252,1683889.166667
37.774867,-122.394176,915000
37.777518,-122.405045,555000
37.785786,-122.392112,1918750
37.763562,-122.445116,820637
37.785786,-122.392112,1918750
37.773284,-122.498956,488333.333333
37.771218,-122.387925,966010
37.790506,-122.396252,1683889.166667
37.771865,-122.412098,649900
37.771144,-122.389123,980930
37.73598,-122.39557,380000
37.771144,-122.389123,980930
37.795282,-122.410501,1800000
37.773529,-122.438865,625000
37.728251,-122.45622,995000
37.759941,-122.390691,635000
37.790506,-122.396252,1683889.166667
37.771218,-122.387925,966010
37.798636,-122.413205,1800000
37.782585,-122.390403,1250000
37.777431,-122.393707,620000
37.785786,-122.392112,1918750
37.749186,-122.475333,787833.333333
37.744123,-122.430958,874500
37.785732,-122.434571,585000
37.777431,-122.393707,620000
37.779454,-122.396676,575300
37.763279,-122.453836,2625000
37.784971,-122.424299,837000
37.8015,-122.427674,1100000
37.77367,-122.466428,1085000
37.771218,-122.387925,966010
37.797712,-122.443364,970000
37.790506,-122.396252,1683889.166667
37.791544,-122.42211,664000
37.793958,-122.42109,664000
37.784058,-122.459872,542000
37.728385,-122.390586,224727
37.743157,-122.424645,874500
37.728905,-122.4047,224727
37.745109,-122.407959,1350000
37.709359,-122.468483,270000
37.783475,-122.398897,894000
37.764003,-122.417959,1064000
37.805511,-122.412648,1100000
37.790506,-122.396252,1683889.166667
37.708971,-122.444789,315000
37.745402,-122.434331,435000
37.785786,-122.392112,1918750
37.742954,-122.42718,874500
37.776381,-122.44569,765000
37.771144,-122.389123,980930
37.786541,-122.438203,750000
37.726678,-122.403469,224727
37.783203,-122.420568,649900
37.779454,-122.396676,575300
37.793228,-122.40891,1800000
37.764366,-122.440356,932500
37.771218,-122.387925,966010
37.78069,-122.38922,1250000
37.790506,-122.396252,1683889.166667
37.76402,-122.451665,860000
37.762294,-122.437908,932500
37.790506,-122.396252,1683889.166667
37.800844,-122.405014,2195000
37.797173,-122.430042,1465000
37.795127,-122.429699,1335000
37.790506,-122.396252,1683889.166667
37.801277,-122.442395,970000
37.725277,-122.395194,224727
37.743392,-122.423962,874500
37.785786,-122.392112,1918750
37.735041,-122.416045,224727
37.725277,-122.395194,224727
37.760305,-122.391409,635000
37.790506,-122.396252,1683889.166667
37.786716,-122.424203,837000
37.790506,-122.396252,1683889.166667
